Movie,Post-Nom Gross,Post-Nom Theatres,Pre-Nom Gross,Pre-Nom Theatres,Release,Year,url,Actor,Actress,Adapted Screenplay,Animated Feature,Art Direction,Cinematography,Costume Design,Director,Editing,Foreign Language Picture,Makeup,Original Comedy/Musical Score,Original Dramatic Score,Original Score,Original Screenplay,Original Song,Picture,Sound,Sound Editing,Supporting Actor,Supporting Actress,Visual Effects,Nomination count,Win,BAFTA,DGA,PGA,GGC,GGD
Up,0.0,0.0,1.9334552371633718,1.7968280390252926,2009-05-29,2009,/movies/?id=up.htm,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,5,0,0,0,0,0,0
The Blind Side,0.8151363898162738,2.167615746471899,1.5714357362348563,1.5753456327738475,2009-11-20,2009,/movies/?id=blindside.htm,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2,0,0,0,0,0,0
Inglourious Basterds,0.0,0.0,0.7954156052266491,1.5526887686687938,2009-08-21,2009,/movies/?id=inglouriousbasterds.htm,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,8,0,0,0,0,0,0
District 9,0.0,0.0,0.7631182289920495,1.4703842419198225,2009-08-14,2009,/movies/?id=district9.htm,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,4,0,0,0,0,0,0
Up in the Air,0.630694240561962,1.9150779896013865,0.48484238002383756,1.0255698894899894,2009-12-04,2009,/movies/?id=upintheair.htm,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,6,0,0,0,0,0,0
"Precious: Based on the Novel ""Push"" by Sapphire",0.1273938989057922,0.8281752909135925,0.3000406828173982,0.46377213668100065,2009-11-06,2009,/movies/?id=preciouspush.htm,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,6,0,0,0,0,0,0
The Hurt Locker,0.134185950943006,0.339192869522159,0.08361319507697162,0.24737596522864938,2009-06-26,2009,/movies/?id=hurtlocker.htm,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,9,1,1,1,1,0,0
An Education,0.21360797308179144,0.9445407279029463,0.05815104686617342,0.14657603921024645,2009-10-09,2009,/movies/?id=aneducation.htm,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3,0,0,0,0,0,0
A Serious Man,0.0,0.0,0.06089814417164985,0.12114486521477784,2009-10-02,2009,/movies/?id=seriousman.htm,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2,0,0,0,0,0,0
Toy Story 3,0.0,0.0,3.4739650538376425,1.798696079306957,2010-06-18,2010,/movies/?id=toystory3.htm,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,5,0,0,0,0,0,0
Inception,0.0,0.0,2.4491265669328697,1.6933107082254175,2010-07-16,2010,/movies/?id=inception.htm,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,8,0,0,0,0,0,0
True Grit,2.194788036797301,2.847279302975506,1.1594307999467628,1.5468429043493792,2010-12-22,2010,/movies/?id=truegrit2010.htm,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,10,0,0,0,0,0,0
The King's Speech,4.3153067147038655,2.123951997369719,0.48508827871312304,0.750200946682147,2010-11-26,2010,/movies/?id=kingsspeech.htm,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,12,1,1,1,1,0,0
Black Swan,1.5208220851893497,1.9784645734012825,0.700990558514388,1.0748414753951951,2010-12-03,2010,/movies/?id=blackswan.htm,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,5,0,0,0,0,0,0
The Social Network,0.11315901523752235,0.31645569620253167,0.7989359261341924,1.3043672412253282,2010-10-01,2010,/movies/?id=socialnetwork.htm,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,8,0,0,0,0,0,1
The Fighter,1.3317043665694603,1.8699654775604144,0.6110835752625072,1.131553094578905,2010-12-10,2010,/movies/?id=fighter10.htm,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,2.0,0.0,7,0,0,0,0,0,0
The Kids Are All Right,0.0,0.0,0.17420989057444297,0.44386889345360364,2010-07-09,2010,/movies/?id=kidsareallright.htm,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,4,0,0,0,0,1,0
127 Hours,0.5065085383586434,0.7529179681078416,0.09466981704435876,0.1933553630436724,2010-11-05,2010,/movies/?id=127hours.htm,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,6,0,0,0,0,0,0
Winter's Bone,0.01771124314385714,0.11096498438270591,0.05249953303971252,0.06296329373939448,2010-06-11,2010,/movies/?id=wintersbone.htm,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,4,0,0,0,0,0,0
The Help,0.010135555954838232,0.12883817427385894,2.942926706005801,1.6012041792102,2011-08-10,2011,/movies/?id=help2011.htm,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,4,0,0,0,0,0,0
The Descendants,2.8096427752702393,1.9026970954356848,0.892821411774733,0.4664423587745706,2011-11-16,2011,/movies/?id=descendents.htm,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,5,0,0,0,0,0,1
War Horse,0.6736056198183864,2.357365145228216,1.2591865930057209,1.517265804852134,2011-12-25,2011,/movies/?id=warhorse.htm,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,6,0,0,0,0,0,0
Moneyball,0.007554383795502003,0.10269709543568464,1.310659450448586,1.6033292013458473,2011-09-23,2011,/movies/?id=moneyball.htm,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,6,0,0,0,0,0,0
Hugo,1.3928770033245368,0.9616182572614108,0.9711308256246005,1.3855144324420046,2011-11-23,2011,/movies/?id=hugocabret.htm,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,11,0,0,0,0,0,0
Midnight in Paris,0.0283280809577581,0.15311203319502076,0.9795002638947192,0.5514432442004604,2011-05-20,2011,/movies/?id=midnightinparis.htm,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4,0,0,0,0,0,0
The Artist,2.0196935070317776,0.9382780082987552,0.21457275597565556,0.35169116344961926,2011-11-25,2011,/movies/?id=artist.htm,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,10,1,1,1,1,1,0
Extremely Loud & Incredibly Close,2.058163073846961,2.4553941908713695,0.19836051784641265,1.3972020541880645,2011-12-25,2011,/movies/?id=extremelyloud.htm,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,2,0,0,0,0,0,0
The Tree of Life,0.0,0.0,0.2308414754237712,0.12590756153709934,2011-05-27,2011,/movies/?id=treeoflife.htm,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3,0,0,0,0,0,0
Lincoln,0.9203589459251867,1.1476332922752068,2.111346495873762,1.3291897462321267,2012-11-09,2012,/movies/?id=lincoln.htm,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,12,0,0,0,0,0,0
Django Unchained,1.2894989578806972,1.5900052789019885,1.6314619567992061,1.744815148782687,2012-12-25,2012,/movies/?id=djangounchained.htm,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,5,0,0,0,0,0,0
Les Miserables (2012),1.0860314311388517,1.545134612000704,1.562150716021367,1.6833698312508052,2012-12-25,2012,/movies/?id=lesmiserables2012.htm,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,8,0,0,0,0,1,0
Argo,0.5383965056481059,0.7416857293682915,1.6002842661333172,1.8821976040190649,2012-10-12,2012,/movies/?id=argo.htm,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,7,1,1,1,1,0,1
Silver Linings Playbook,1.988731543057863,1.4828435685377441,0.5184369845559162,0.43185624114388765,2012-11-16,2012,/movies/?id=silverliningsplaybook.htm,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,8,0,0,0,0,0,0
Life of Pi,0.6049019207460399,0.6630300897413338,1.331658674374137,1.707716089140796,2012-11-21,2012,/movies/?id=lifeofpi.htm,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,11,0,0,0,0,0,0
Zero Dark Thirty,2.4034736177996523,1.5551645257786382,0.07547356941623702,0.03478036841427283,2012-12-19,2012,/movies/?id=binladen.htm,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,5,0,0,0,0,0,0
Beasts of the Southern Wild,0.03564760958969682,0.10135491817701918,0.16380336499073844,0.184335952595646,2012-06-27,2012,/movies/?id=beastsofthesouthernwild.htm,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4,0,0,0,0,0,0
Amour,0.1329594682139067,0.17314798521907443,0.005383971835319581,0.0017390184207136416,2012-12-19,2012,/movies/?id=amour.htm,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,5,0,0,0,0,0,0
Gravity,0.8726893861625828,0.8352975839717148,3.576110393668432,1.9711042311661506,2013-10-04,2013,/movies/?id=gravity.htm,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,10,0,0,1,1,0,0
American Hustle,2.60289642581129,1.7428550383028876,1.4588473381455946,1.3565531475748194,2013-12-13,2013,/movies/?id=davido2013.htm,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,10,0,0,0,0,1,0
The Wolf of Wall Street,2.028035677844239,1.6712581025338835,1.1403029973590242,1.3194014447884417,2013-12-25,2013,/movies/?id=wolfofwallstreet.htm,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,5,0,0,0,0,0,0
Captain Phillips,0.12641862654632102,0.598629935179729,1.4655072772788043,1.6217750257997936,2013-10-11,2013,/movies/?id=captainphillips.htm,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,6,0,0,0,0,0,0
12 Years a Slave,0.6973861452850351,0.8160724808485563,0.5447136088331511,0.760577915376677,2013-10-18,2013,/movies/?id=twelveyearsaslave.htm,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,9,1,1,0,1,0,1
Philomena,0.7467177211120888,0.8120948733058339,0.3142137677333905,0.4308565531475748,2013-11-22,2013,/movies/?id=philomena.htm,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4,0,0,0,0,0,0
Dallas Buyers Club,0.5259521021193244,0.7358573954036536,0.23451946930970288,0.37874097007223945,2013-11-01,2013,/movies/?id=dallasbuyersclub.htm,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,6,0,0,0,0,0,0
Her (2013),0.8740307030938055,1.1462139068945199,0.1457261631044846,0.8921568627450981,2013-12-18,2013,/movies/?id=her2013.htm,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,5,0,0,0,0,0,0
Nebraska,0.5258732120253132,0.6417206835592222,0.12005898456741575,0.26883384932920534,2013-11-15,2013,/movies/?id=nebraska.htm,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,6,0,0,0,0,0,0
American Sniper,6.087327263532549,2.7414659962953163,0.13152198310318933,0.0037682524729156855,2014-12-25,2014,/movies/?id=americansniper.htm,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,6,0,0,0,0,0,0
The Imitation Game,0.7902758629030961,1.694981035547323,1.66811331162824,1.4752708431464907,2014-11-28,2014,/movies/?id=imitationgame.htm,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,8,0,0,0,0,0,0
The Grand Budapest Hotel,0.003992367571599039,0.14818735115109818,2.3040979908229535,1.3820065944418276,2014-03-07,2014,/movies/?id=grandbudapesthotel.htm,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,9,0,0,0,0,1,0
Selma,0.6344566014910488,1.5771368086795448,0.6453206630008895,2.0527555346208195,2014-12-25,2014,/movies/?id=selma.htm,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2,0,0,0,0,0,0
Birdman,0.21492406916651952,0.6887183558260562,1.0373449442409577,0.8120584079133302,2014-10-17,2014,/movies/?id=birdman.htm,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,9,1,0,1,1,0,0
The Theory of Everything,0.152465200487238,0.6054511775602011,1.0217836713707573,1.149317004239284,2014-11-07,2014,/movies/?id=theoryofeverything.htm,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,5,0,0,0,0,0,0
Boyhood,0.018122741103426283,0.14395342683249537,0.9496619973472816,0.730098916627414,2014-07-11,2014,/movies/?id=boyhood.htm,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,6,0,1,0,0,0,1
Whiplash,0.09843589374452301,0.40010584810796507,0.24215543848573118,0.39472444653791805,2014-10-10,2014,/movies/?id=whiplash.htm,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,5,0,0,0,0,0,0
The Martian,0.07999145504941574,0.22318811280703527,2.9881462548453466,1.6587937805993436,2015-10-02,2015,/movies/?id=scott2016.htm,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,7,0,0,0,0,1,0
The Revenant,5.300270946444713,3.0009097341554636,0.7139504658076966,1.4526281809867112,2015-12-25,2015,/movies/?id=revenant.htm,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,12,0,1,1,0,0,1
Mad Max: Fury Road,0.0,0.0,2.0257896833823192,1.601979878409641,2015-05-15,2015,/movies/?id=furyroad.htm,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,10,0,0,0,0,0,0
Bridge of Spies,0.06567838987729052,0.42292530071767914,0.9338107980468691,1.2365631893258728,2015-10-16,2015,/movies/?id=coldwar2015.htm,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,6,0,0,0,0,0,0
The Big Short,1.0875436647020347,2.0450823814818557,0.5882572671680051,1.0885027169527088,2015-12-11,2015,/movies/?id=bigshort.htm,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,5,0,0,0,1,0,0
Spotlight,0.46746634254325004,0.8329121601132113,0.3803444067252737,0.4687146930650455,2015-11-06,2015,/movies/?id=spotlight.htm,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,6,1,0,0,0,0,0
Brooklyn,0.6246996655032148,0.7779237844940867,0.3005391099869335,0.4075967073761231,2015-11-04,2015,/movies/?id=brooklyn.htm,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3,0,0,0,0,0,0
Room,0.374349535880081,0.6970585262306681,0.06916201403755647,0.08522085328455373,2015-10-16,2015,/movies/?id=room2015.htm,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4,0,0,0,0,0,0
Hidden Figures,3.5341230017414,2.2948421288348135,1.5807916627336325,1.7366548042704626,2016-12-25,2016,/movies/?id=hiddenfigures.htm,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,3,0,0,0,0,0,0
La La Land,2.632443363448546,2.17391953422408,1.682842563689116,0.9481443823080834,2016-12-09,2016,/movies/?id=lalaland.htm,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,14,0,1,1,1,1,0
Arrival,0.24173710047232133,0.8202582667761439,1.7798132877812216,1.583629893238434,2016-11-11,2016,/movies/?id=arrival2016.htm,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,8,0,0,0,0,0,0
Hacksaw Ridge,0.07502892828058572,0.33723968052549075,1.2180878564878697,1.5104219623792579,2016-11-04,2016,/movies/?id=hacksawridge.htm,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,6,0,0,0,0,0,0
Fences,0.40213829540483403,0.6368589982831977,0.9083722565950576,1.2038637519064566,2016-12-16,2016,/movies/?id=fences.htm,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,4,0,0,0,0,0,0
Manchester by the Sea,0.40970452927332396,0.7846532805852056,0.7255501253969747,0.6166751398068124,2016-11-18,2016,/movies/?id=manchesterbythesea.htm,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,6,0,0,0,0,0,0
Lion,1.3725710805205484,1.210569530491901,0.3074068461904563,0.3050330452465684,2016-11-25,2016,/movies/?id=lion.htm,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,6,0,0,0,0,0,0
Hell or High Water,0.0,0.0,0.5022793055399658,0.7651245551601423,2016-08-12,2016,/movies/?id=hellorhighwater.htm,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,4,0,0,0,0,0,0
Moonlight (2016),0.3322537008584398,0.741658580279167,0.2948560955857058,0.3304524656837824,2016-10-21,2016,/movies/?id=moonlight2016.htm,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,8,0,0,0,0,0,1
